ID	logFC	logCPM	F	PValue	names	symbol	entrezid	FDR
MSTRG.37830	-2.6684037778062	1.73229139156546	22.7091118578911	0.00000683	MSTRG.37830			0.0805832231146193
MSTRG.37875	-2.23893713618055	1.65392633483504	21.7055842600827	0.0000104	MSTRG.37875			0.0805832231146193
MSTRG.23920	-2.33738602826073	0.185752745167638	21.3984129112422	0.0000117	MSTRG.23920			0.0805832231146193
MSTRG.16535|ENSG00000262902	2.27786272971562	0.878479911576938	19.480582722422	0.0000268	ENSG00000262902	MTCO1P40		0.138049461972054
MSTRG.23921	-3.37050014773753	-0.357772861666035	18.7358279693498	0.0000371	MSTRG.23921			0.140832219575797
MSTRG.37889	-2.2240533310834	0.1682307658446	18.5034456507103	0.000041	MSTRG.37889			0.140832219575797
MSTRG.23910	-2.21504486489465	1.00836323871876	17.2651421331031	0.0000712	MSTRG.23910			0.169982146157653
MSTRG.10888|ENSG00000175985	2.29986821287595	-0.6017829154366	17.1340487133163	0.0000752	ENSG00000175985	PLEKHD1	400224	0.169982146157653
MSTRG.37886	-5.07026370392181	-2.17075590622847	17.120476357666	0.0000779	MSTRG.37886			0.169982146157653
MSTRG.23980	-3.768714704376	-0.812848715520335	16.9287741293967	0.0000825	MSTRG.23980			0.169982146157653
MSTRG.32135	-1.82709757794442	0.033356290941477	16.2008648976792	0.000114199576145309	MSTRG.32135			0.20047238733042
MSTRG.10173|ENSG00000169385	-1.20418522199911	3.25559783883758	16.0392687363094	0.000123213553020581	ENSG00000169385	RNASE2	6036	0.20047238733042
MSTRG.21081|ENSG00000003137	-5.86460947330308	-1.05748075703211	16.1267927169086	0.000126456452777693	ENSG00000003137	CYP26B1	56603	0.20047238733042
MSTRG.37883	-3.77189303087215	-0.15451940046312	15.5698829679169	0.000152781923411331	MSTRG.37883			0.224905904256009
MSTRG.11918|ENSG00000279092	-1.90270218390418	-0.514991494670744	15.2801468418194	0.000173357607149985	ENSG00000279092	RP11-1H8.5		0.23818179505027
MSTRG.23958	-1.56836166725762	1.58032034571251	15.0525965121601	0.000192599711426606	MSTRG.23958			0.240962390767346
MSTRG.23978	-2.10183555255598	-1.58869022105536	14.8906683409259	0.000207129989015959	MSTRG.23978			0.240962390767346
MSTRG.13316|ENSG00000005001	5.5669225021657	-1.82488453884844	15.0274374745351	0.000210457714290467	ENSG00000005001	PRSS22	64063	0.240962390767346
MSTRG.23931	-3.35927242223718	0.193358675665702	14.3420335940739	0.000268143191734773	MSTRG.23931			0.256733447411738
MSTRG.23970	-3.34472877206821	0.197025939887463	14.3136627622072	0.000271669218020081	MSTRG.23970			0.256733447411738
MSTRG.37856	-3.33738001981525	0.238370178821765	14.2602128871577	0.000278462592332038	MSTRG.37856			0.256733447411738
MSTRG.5530|ENSG00000181001	5.42483711229961	-1.22278346939664	14.1023996110713	0.000298405732940316	ENSG00000181001	OR52N1	79473	0.256733447411738
MSTRG.25491|ENSG00000186162	-0.38437109051211	3.19892439489024	14.0235189300955	0.000308825225442469	ENSG00000186162	CIDECP		0.256733447411738
MSTRG.17815	-1.29891369188473	-0.197687975105552	14.0231789029164	0.000308873867753186	MSTRG.17815			0.256733447411738
MSTRG.7267|ENSG00000080854	0.889854850054355	0.871838324042561	13.8605757966727	0.00033306174548337	ENSG00000080854	IGSF9B	22997	0.256733447411738
MSTRG.35084|ENSG00000253986	-3.93203733349754	-1.94558801254691	13.9008472131296	0.000333868107308548	ENSG00000253986	CTC-756D1.3		0.256733447411738
MSTRG.5426|ENSG00000110628	0.727881879140973	5.21669354931146	13.8408565532745	0.000336348346844433	ENSG00000110628	SLC22A18	5002	0.256733447411738
MSTRG.37888	-3.18459722491362	0.985059149140143	13.7195780233885	0.000358633179137952	MSTRG.37888			0.263966828173359
MSTRG.10000|ENSG00000125245	0.464785277996016	3.06185629254928	13.5832169028716	0.000378911418478722	ENSG00000125245	GPR18	2841	0.268080980826961
MSTRG.27144	-4.70284572892453	-2.01035464199341	13.5200135104661	0.000390238702741949	MSTRG.27144			0.268080980826961
MSTRG.10326|ENSG00000100448	-2.78646487865764	0.0314865767022576	13.261450348342	0.000441629590308504	ENSG00000100448	CTSG	1511	0.293598200860257
MSTRG.18019|ENSG00000196415	-3.38058961108378	-0.903919462338474	13.1511293263028	0.00046437629728476	ENSG00000196415	PRTN3	5657	0.299072847210676
MSTRG.11930|ENSG00000137801|ENSG00000276107	-1.23751477239976	2.83150107887043	12.9847791813435	0.000502729201775021	ENSG00000137801|ENSG00000276107			0.313962003617619
MSTRG.24337|ENSG00000235890	3.70497328242738	-1.82864274976558	12.9135691768234	0.000518356228339695	ENSG00000235890	TSPEAR-AS1		0.314200103230964
MSTRG.33518	-1.55008751845997	-1.151973260875	12.8280124295019	0.000539640711774281	MSTRG.33518			0.317755869398747
MSTRG.19072	-4.25704330395292	-2.67832754975907	12.8392598791861	0.000580174152016036	MSTRG.19072			0.332133586080514
MSTRG.9292|ENSG00000060709	6.29673166895824	-1.6234013253375	12.6842320278407	0.000609777718783532	ENSG00000060709	RIMBP2	23504	0.338472039236569
MSTRG.16045|ENSG00000167914	4.09600868289239	-1.24397552346537	12.435393950229	0.000649809752510501	ENSG00000167914	GSDMA	284110	0.338472039236569
MSTRG.37280|ENSG00000259953	-0.48588392553424	2.60757394176199	12.4314833884599	0.000650686788779521	ENSG00000259953	RP11-4O1.2		0.338472039236569
MSTRG.10168|ENSG00000169397	-1.65646011698242	0.589849331536178	12.4120377761068	0.000656940247923856	ENSG00000169397	RNASE3	6037	0.338472039236569
MSTRG.34606	5.00192279819958	-1.54664281296334	12.3542319475698	0.000674926812005693	MSTRG.34606			0.339257723625008
MSTRG.23831	-3.17706671911726	-2.15440739931659	12.1200667014438	0.000754244810200148	MSTRG.23831			0.370100745081306
MSTRG.32824|ENSG00000279355	-0.69097245050139	1.13772066666715	11.9019744930345	0.000836759501910076	ENSG00000279355	AGPAT4-IT1	79992	0.399744052269757
MSTRG.37314|ENSG00000106868	-0.407403126766268	3.88643304657983	11.8605642631838	0.00085344938133191	ENSG00000106868	SUSD1	64420	0.399744052269757
MSTRG.13291|ENSG00000205923	-2.97644717276564	-1.23078472314604	11.7829312666724	0.000889095442424925	ENSG00000205923	CEMP1	752014	0.407185954954117
MSTRG.6250|ENSG00000173727	-0.811998734441682	1.52453276134494	11.6792701038831	0.000930655791135644	ENSG00000173727	CMB9-22P13.1		0.416954026076402
MSTRG.37882	-1.22085953152421	-0.913360724239281	11.6295783497618	0.000953049609436509	MSTRG.37882			0.417902114912277
MSTRG.2353|ENSG00000196154	-0.419835359532885	8.36258076038608	11.4853199870923	0.00102126043211544	ENSG00000196154	S100A4	6275	0.437368937353465
MSTRG.2666|ENSG00000143248|ENSG00000232995	1.95282476121724	-0.726006156792599	11.4378768951708	0.00104477713846018	ENSG00000143248|ENSG00000232995			0.437368937353465
MSTRG.27938|ENSG00000109790|ENSG00000249685	0.494969236975796	4.66150233916954	11.4055670686793	0.0010611114982616	ENSG00000109790|ENSG00000249685			0.437368937353465
ENSG00000112742	-4.57003566317853	-2.55930816916458	11.4086513288379	0.0010980473111402	ENSG00000112742	TTK	7272	0.443718765397811
MSTRG.38609|ENSG00000186871	-2.07590963228993	-1.40707208634035	11.2706794643451	0.00113220040758332	ENSG00000186871	ERCC6L	54821	0.448721503843936
MSTRG.37756|ENSG00000204001	3.70380578927331	-0.053388524272836	11.0442031312695	0.00126997027209765	ENSG00000204001	LCN8	138307	0.491643948170128
MSTRG.16542|ENSG00000233380	0.998181487201346	-0.168899682313706	11.0029626357184	0.00128821258679154	ENSG00000233380	RPS2P48		0.491643948170128
